id,text
2032,"At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future ."
2033,"The performances of the children , untrained in acting , have an honesty and dignity that breaks your heart ."
2034,"Despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity ."
2035,"This rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen , which , in this day and age , is of course the point ."
2036,"Adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel ."
2037,"A completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration ."
2038,Superbly photographed and staged by Mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .
2039,"The ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations ."
2040,"Not quite as miraculous as its DreamWorks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions ."
2041,A properly spooky film about the power of spirits to influence us whether we believe in them or not .
2042,"The lightest , most breezy movie Steven Spielberg has made in more than a decade ."
2043,And the positive change in tone here seems to have recharged him .
2044,"Like Edward Norton in American History X , Ryan Gosling ( Murder By Numbers ) delivers a magnetic performance ."
2045,"This is a very funny , heartwarming film ."
2046,"It has fun with the quirks of family life , but it also treats the subject with fondness and respect ."
2047,"Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema ."
2048,The leanest and meanest of Solondz 's misanthropic comedies .
2049,"A dark , quirky road movie that constantly defies expectation ."
2050,There are some movies that hit you from the first scene and you know it 's going to be a trip .
2051,"Often messy and frustrating , but very pleasing at its best moments , it 's very much like life itself ."
2052,"A burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at ."
2053,"An energetic , violent movie with a momentum that never lets up ."
2054,"Lasker 's canny , meditative script distances sex and love , as Byron and Luther ... realize they ca n't get no satisfaction without the latter ."
2055,It turns out to be smarter and more diabolical than you could have guessed at the beginning .
2056,Cage makes an unusual but pleasantly haunting debut behind the camera .
2057,Noyce has worked wonders with the material .
2058,It 's mostly a pleasure to watch .
2059,"And the reason for that is a self-aware , often self-mocking , intelligence ."
2060,The Chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .
2061,"A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy ."
2062,"There are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys ."
2063,"Vividly demonstrates that the director of such Hollywood blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop ."
2064,A four star performance from Kevin Kline who unfortunately works with a two star script .
2065,Dogtown & Z-Boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of James Dean .
2066,"Payne constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human ."
2067,"Koury frighteningly and honestly exposes one teenager 's uncomfortable class resentment and , in turn , his self-inflicted retaliation ."
2068,The Santa Clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .
2069,"Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show ."
2070,Succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides .
2071,The first Bond movie in ages that is n't fake fun .
2072,"This odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in Morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one ."
2073,"A film centering on a traditional Indian wedding in contemporary New Delhi may not sound like specialized fare , but Mira Nair 's film is an absolute delight for all audiences ."
2074,A weird and wonderful comedy .
2075,"The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end ."
2076,Has the capability of effecting change and inspiring hope .
2077,"A first-class , thoroughly involving B movie that effectively combines two surefire , beloved genres -- the prison flick and the fight film ."
2078,LaBute 's careful handling makes the material seem genuine rather than pandering .
2079,"In between all the emotional seesawing , it 's hard to figure the depth of these two literary figures , and even the times in which they lived ."
